cluster,locations,violations,avg_severity,junction_ratio,violations_norm,severity_norm,junction_norm,congestion_score,risk_level,v_norm,s_norm,j_norm,recommendation
159,9,73,3.2916666666666665,0.0,0.00039233524762608744,0.046929471708232806,0.0,1.1967769075633854,Low,0.00039233524762608744,0.046929471708232806,0.0,Routine surveillance
170,10,72,3.671927803379416,0.0,0.00038664922954454996,0.10811388630400909,0.0,2.7260461113729,Low,0.00038664922954454996,0.10811388630400909,0.0,Routine surveillance
108,11,71,3.151048951048951,0.0,0.00038096321146301247,0.02430393419934851,0.0,0.6304561476714935,Low,0.00038096321146301247,0.02430393419934851,0.0,Routine surveillance
149,12,71,3.0872140522875817,0.0,0.00038096321146301247,0.014032832226481384,0.0,0.3736785983498153,Low,0.00038096321146301247,0.014032832226481384,0.0,Routine surveillance
143,5,71,3.503921568627451,0.0,0.00038096321146301247,0.08108150742195508,0.0,2.0498954782366576,Low,0.00038096321146301247,0.08108150742195508,0.0,Routine surveillance
192,9,69,4.356825396825396,0.0,0.00036959117529993744,0.21831462539427138,0.0,5.480041105374781,Low,0.00036959117529993744,0.21831462539427138,0.0,Routine surveillance
89,22,66,4.149891774891775,0.0,0.0003525331210553249,0.18501878920221648,0.0,4.646621717318731,Low,0.0003525331210553249,0.18501878920221648,0.0,Routine surveillance
114,9,65,4.618055555555555,0.0,0.00034684710297378744,0.26034683114329127,0.0,6.529481604760709,Low,0.00034684710297378744,0.26034683114329127,0.0,Routine surveillance
22,29,64,4.317528735632184,0.0,0.00034116108489224995,0.21199175150960325,0.0,5.320263452833617,Low,0.00034116108489224995,0.21199175150960325,0.0,Routine surveillance
203,5,63,5.640372670807453,0.0,0.00033547506681071246,0.4248387241846264,0.0,10.641096608624304,Low,0.00033547506681071246,0.4248387241846264,0.0,Routine surveillance
166,14,62,3.0,0.0,0.000329789048729175,0.0,0.0,0.0197873429237505,Low,0.000329789048729175,0.0,0.0,Routine surveillance
72,12,62,4.103918650793651,0.0,0.000329789048729175,0.17762166545352398,0.0,4.46032897926185,Low,0.000329789048729175,0.17762166545352398,0.0,Routine surveillance
